"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","MUNICIPAL","Municipal waste generated","1992","1992","TONNE","Tonnes","3","Thousands",,,12000,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","Thousands",,,13200,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","Thousands",,,12885.684,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","Thousands",,,13096.5,"E","Estimated value"
"AUS","Australia","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","Thousands",,,13343.236,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,13560.506,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","Thousands",,,13472.495,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,13572.33,"E","Estimated value"
"AUS","Australia","MUNICIPAL","Municipal waste generated","2013","2013","TONNE","Tonnes","3","Thousands",,,13694.67,"E","Estimated value"
"AUS","Australia","MUNICIPAL","Municipal waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,13789.384,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2015","2015","TONNE","Tonnes","3","Thousands",,,13964.23,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,13019.29,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2017","2017","TONNE","Tonnes","3","Thousands",,,12605.342,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,12641.478,,
"AUS","Australia","MUNICIPAL","Municipal waste generated","2019","2019","TONNE","Tonnes","3","Thousands",,,12571.73,,
"AUS","Australia","HOUSEHOLD","Waste from households","1992","1992","TONNE","Tonnes","3","Thousands",,,7000,,
"AUS","Australia","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","Thousands",,,7660,,
"AUS","Australia","HOUSEHOLD","Waste from households","2003","2003","TONNE","Tonnes","3","Thousands",,,8903,,
"AUS","Australia","HOUSEHOLD","Waste from households","2007","2007","TONNE","Tonnes","3","Thousands",,,12241.4,,
"AUS","Australia","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","Thousands",,,12441.68,"E","Estimated value"
"AUS","Australia","HOUSEHOLD","Waste from households","2009","2009","TONNE","Tonnes","3","Thousands",,,12676.074,,
"AUS","Australia","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","Thousands",,,12882.481,,
"AUS","Australia","HOUSEHOLD","Waste from households","2011","2011","TONNE","Tonnes","3","Thousands",,,12798.87,,
"AUS","Australia","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","Thousands",,,12893.72,"E","Estimated value"
"AUS","Australia","HOUSEHOLD","Waste from households","2013","2013","TONNE","Tonnes","3","Thousands",,,13009.93,"E","Estimated value"
"AUS","Australia","HOUSEHOLD","Waste from households","2014","2014","TONNE","Tonnes","3","Thousands",,,13099.915,,
"AUS","Australia","HOUSEHOLD","Waste from households","2015","2015","TONNE","Tonnes","3","Thousands",,,13266.019,,
"AUS","Australia","HOUSEHOLD","Waste from households","2016","2016","TONNE","Tonnes","3","Thousands",,,12368.326,,
"AUS","Australia","HOUSEHOLD","Waste from households","2017","2017","TONNE","Tonnes","3","Thousands",,,11975.075,,
"AUS","Australia","HOUSEHOLD","Waste from households","2018","2018","TONNE","Tonnes","3","Thousands",,,12009.404,,
"AUS","Australia","HOUSEHOLD","Waste from households","2019","2019","TONNE","Tonnes","3","Thousands",,,11943.144,,
"AUS","Australia","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","Thousands",,,8903,,
"AUS","Australia","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","Thousands",,,11999.349,,
"AUS","Australia","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","Thousands",,,12116.209,"E","Estimated value"
"AUS","Australia","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","Thousands",,,12510.958,,
"AUS","Australia","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","Thousands",,,12703.608,,
"AUS","Australia","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","Thousands",,,12554.774,,
"AUS","Australia","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","Thousands",,,12474.39,"E","Estimated value"
"AUS","Australia","TREATMENT","Municipal waste treated","2013","2013","TONNE","Tonnes","3","Thousands",,,12532.96,"E","Estimated value"
"AUS","Australia","TREATMENT","Municipal waste treated","2014","2014","TONNE","Tonnes","3","Thousands",,,12625.603,,
"AUS","Australia","TREATMENT","Municipal waste treated","2015","2015","TONNE","Tonnes","3","Thousands",,,12737.772,,
"AUS","Australia","TREATMENT","Municipal waste treated","2016","2016","TONNE","Tonnes","3","Thousands",,,11739.04,,
"AUS","Australia","TREATMENT","Municipal waste treated","2017","2017","TONNE","Tonnes","3","Thousands",,,11359.164,,
"AUS","Australia","TREATMENT","Municipal waste treated","2018","2018","TONNE","Tonnes","3","Thousands",,,11402.207,,
"AUS","Australia","TREATMENT","Municipal waste treated","2019","2019","TONNE","Tonnes","3","Thousands",,,11479.022,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,2701,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,4969.826,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,5082,"E","Estimated value"
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,5472.064,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,5641.249,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,5920.953,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,5959.839,"E","Estimated value"
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,6137.679,"E","Estimated value"
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,6349.592,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,6455.26,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,5616.119,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,4927.404,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,5079.568,,
"AUS","Australia","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,5161.93,,
"AUS","Australia","RECYCLING","Recycling","2003","2003","TONNE","Tonnes","3","Thousands",,,2701,,
"AUS","Australia","RECYCLING","Recycling","2007","2007","TONNE","Tonnes","3","Thousands",,,4004.599,,
"AUS","Australia","RECYCLING","Recycling","2008","2008","TONNE","Tonnes","3","Thousands",,,4019.5,"E","Estimated value"
"AUS","Australia","RECYCLING","Recycling","2009","2009","TONNE","Tonnes","3","Thousands",,,4312.511,,
"AUS","Australia","RECYCLING","Recycling","2010","2010","TONNE","Tonnes","3","Thousands",,,4381.199,,
"AUS","Australia","RECYCLING","Recycling","2011","2011","TONNE","Tonnes","3","Thousands",,,4532.209,,
"AUS","Australia","RECYCLING","Recycling","2012","2012","TONNE","Tonnes","3","Thousands",,,4313.667,"E","Estimated value"
"AUS","Australia","RECYCLING","Recycling","2013","2013","TONNE","Tonnes","3","Thousands",,,4234.333,"E","Estimated value"
"AUS","Australia","RECYCLING","Recycling","2014","2014","TONNE","Tonnes","3","Thousands",,,4188.907,,
"AUS","Australia","RECYCLING","Recycling","2015","2015","TONNE","Tonnes","3","Thousands",,,4143.517,,
"AUS","Australia","RECYCLING","Recycling","2016","2016","TONNE","Tonnes","3","Thousands",,,3502.336,,
"AUS","Australia","RECYCLING","Recycling","2017","2017","TONNE","Tonnes","3","Thousands",,,3094.73,,
"AUS","Australia","RECYCLING","Recycling","2018","2018","TONNE","Tonnes","3","Thousands",,,2830.496,,
"AUS","Australia","RECYCLING","Recycling","2019","2019","TONNE","Tonnes","3","Thousands",,,2820.775,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,139,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,139,"E","Estimated value"
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,139,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,139,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,139,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,124.839,"E","Estimated value"
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,110.679,"E","Estimated value"
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,96.518,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,114.431,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,123.247,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,37.874,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2018","2018","TONNE","Tonnes","3","Thousands",,,32.121,,
"AUS","Australia","INCINERATION_WITH","Incineration with energy recovery","2019","2019","TONNE","Tonnes","3","Thousands",,,64.558,,
"AUS","Australia","DISPOSAL","Disposal operations","2003","2003","TONNE","Tonnes","3","Thousands",,,6202,,
"AUS","Australia","DISPOSAL","Disposal operations","2007","2007","TONNE","Tonnes","3","Thousands",,,7029.523,,
"AUS","Australia","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","Thousands",,,7034.209,"E","Estimated value"
"AUS","Australia","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","Thousands",,,7038.894,,
"AUS","Australia","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","Thousands",,,7062.359,,
"AUS","Australia","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","Thousands",,,6633.821,,
"AUS","Australia","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","Thousands",,,6514.551,"E","Estimated value"
"AUS","Australia","DISPOSAL","Disposal operations","2013","2013","TONNE","Tonnes","3","Thousands",,,6395.281,"E","Estimated value"
"AUS","Australia","DISPOSAL","Disposal operations","2014","2014","TONNE","Tonnes","3","Thousands",,,6276.011,,
"AUS","Australia","DISPOSAL","Disposal operations","2015","2015","TONNE","Tonnes","3","Thousands",,,6282.512,,
"AUS","Australia","DISPOSAL","Disposal operations","2016","2016","TONNE","Tonnes","3","Thousands",,,6122.921,,
"AUS","Australia","DISPOSAL","Disposal operations","2017","2017","TONNE","Tonnes","3","Thousands",,,6431.76,,
"AUS","Australia","DISPOSAL","Disposal operations","2018","2018","TONNE","Tonnes","3","Thousands",,,6322.639,,
"AUS","Australia","DISPOSAL","Disposal operations","2019","2019","TONNE","Tonnes","3","Thousands",,,6317.092,,
"AUS","Australia","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","Thousands",,,6202,,
"AUS","Australia","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,7029.523,,
"AUS","Australia","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,7034.209,"E","Estimated value"
"AUS","Australia","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,7038.894,,
"AUS","Australia","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,7062.359,,
"AUS","Australia","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,6633.821,,
"AUS","Australia","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,6514.551,"E","Estimated value"
"AUS","Australia","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,6395.281,"E","Estimated value"
"AUS","Australia","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,6276.011,,
"AUS","Australia","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,6282.512,,
"AUS","Australia","LANDFILL","Landfill","2016","2016","TONNE","Tonnes","3","Thousands",,,6122.921,,
"AUS","Australia","LANDFILL","Landfill","2017","2017","TONNE","Tonnes","3","Thousands",,,6431.76,,
"AUS","Australia","LANDFILL","Landfill","2018","2018","TONNE","Tonnes","3","Thousands",,,6322.639,,
"AUS","Australia","LANDFILL","Landfill","2019","2019","TONNE","Tonnes","3","Thousands",,,6317.092,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2007","2007","PC","Percentage","0","Units",,,31.078,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","Units",,,30.978,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2009","2009","PC","Percentage","0","Units",,,32.32,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","Units",,,32.309,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2011","2011","PC","Percentage","0","Units",,,33.64,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","Units",,,32.014,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2013","2013","PC","Percentage","0","Units",,,31.101,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2014","2014","PC","Percentage","0","Units",,,30.378,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2015","2015","PC","Percentage","0","Units",,,29.672,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2016","2016","PC","Percentage","0","Units",,,26.901,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2017","2017","PC","Percentage","0","Units",,,24.551,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2018","2018","PC","Percentage","0","Units",,,22.391,,
"AUS","Australia","RECYCLING_SHARE","% Recycling","2019","2019","PC","Percentage","0","Units",,,22.437,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2007","2007","PC","Percentage","0","Units",,,1.079,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","Units",,,1.071,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","Units",,,1.042,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","Units",,,1.025,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","Units",,,1.032,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","Units",,,0.927,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","Units",,,0.813,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2014","2014","PC","Percentage","0","Units",,,0.7,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2015","2015","PC","Percentage","0","Units",,,0.819,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2016","2016","PC","Percentage","0","Units",,,0.947,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2017","2017","PC","Percentage","0","Units",,,0.3,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2018","2018","PC","Percentage","0","Units",,,0.254,,
"AUS","Australia","INC_WITH_SHARE","% Incineration with energy recovery","2019","2019","PC","Percentage","0","Units",,,0.514,,
"AUS","Australia","LANDF_SHARE","% Landfill","2007","2007","PC","Percentage","0","Units",,,54.553,,
"AUS","Australia","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","Units",,,54.211,,
"AUS","Australia","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","Units",,,52.753,,
"AUS","Australia","LANDF_SHARE","% Landfill","2010","2010","PC","Percentage","0","Units",,,52.08,,
"AUS","Australia","LANDF_SHARE","% Landfill","2011","2011","PC","Percentage","0","Units",,,49.24,,
"AUS","Australia","LANDF_SHARE","% Landfill","2012","2012","PC","Percentage","0","Units",,,48.349,,
"AUS","Australia","LANDF_SHARE","% Landfill","2013","2013","PC","Percentage","0","Units",,,46.973,,
"AUS","Australia","LANDF_SHARE","% Landfill","2014","2014","PC","Percentage","0","Units",,,45.513,,
"AUS","Australia","LANDF_SHARE","% Landfill","2015","2015","PC","Percentage","0","Units",,,44.99,,
"AUS","Australia","LANDF_SHARE","% Landfill","2016","2016","PC","Percentage","0","Units",,,47.03,,
"AUS","Australia","LANDF_SHARE","% Landfill","2017","2017","PC","Percentage","0","Units",,,51.024,,
"AUS","Australia","LANDF_SHARE","% Landfill","2018","2018","PC","Percentage","0","Units",,,50.015,,
"AUS","Australia","LANDF_SHARE","% Landfill","2019","2019","PC","Percentage","0","Units",,,50.248,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1990","1990","TONNE","Tonnes","3","Thousands",,,3204,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1991","1991","TONNE","Tonnes","3","Thousands",,,3126,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1992","1992","TONNE","Tonnes","3","Thousands",,,3176,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1993","1993","TONNE","Tonnes","3","Thousands",,,3341,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1994","1994","TONNE","Tonnes","3","Thousands",,,3400,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1995","1995","TONNE","Tonnes","3","Thousands",,,3476,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1996","1996","TONNE","Tonnes","3","Thousands",,,4110,"B","Break"
"AUT","Austria","MUNICIPAL","Municipal waste generated","1997","1997","TONNE","Tonnes","3","Thousands",,,4241,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1998","1998","TONNE","Tonnes","3","Thousands",,,4240,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","1999","1999","TONNE","Tonnes","3","Thousands",,,4496,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","Thousands",,,4646,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2001","2001","TONNE","Tonnes","3","Thousands",,,4634,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2002","2002","TONNE","Tonnes","3","Thousands",,,4914,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","Thousands",,,4932,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","Thousands",,,4687,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","Thousands",,,4732,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","Thousands",,,4933,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","Thousands",,,4951,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","Thousands",,,4997,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","Thousands",,,4921,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","Thousands",,,4701,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","Thousands",,,4807,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","Thousands",,,4883,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2013","2013","TONNE","Tonnes","3","Thousands",,,4905,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2014","2014","TONNE","Tonnes","3","Thousands",,,4833,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2015","2015","TONNE","Tonnes","3","Thousands",,,4836,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2016","2016","TONNE","Tonnes","3","Thousands",,,4928,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2017","2017","TONNE","Tonnes","3","Thousands",,,5018,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2018","2018","TONNE","Tonnes","3","Thousands",,,5119,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2019","2019","TONNE","Tonnes","3","Thousands",,,5220,,
"AUT","Austria","MUNICIPAL","Municipal waste generated","2020","2020","TONNE","Tonnes","3","Thousands",,,7438,"B","Break"
"AUT","Austria","HOUSEHOLD","Waste from households","1995","1995","TONNE","Tonnes","3","Thousands",,,2644,,
"AUT","Austria","HOUSEHOLD","Waste from households","1996","1996","TONNE","Tonnes","3","Thousands",,,2775,,
"AUT","Austria","HOUSEHOLD","Waste from households","1997","1997","TONNE","Tonnes","3","Thousands",,,2907,,
"AUT","Austria","HOUSEHOLD","Waste from households","1998","1998","TONNE","Tonnes","3","Thousands",,,2913,,
"AUT","Austria","HOUSEHOLD","Waste from households","1999","1999","TONNE","Tonnes","3","Thousands",,,3096,,
"AUT","Austria","HOUSEHOLD","Waste from households","2000","2000","TONNE","Tonnes","3","Thousands",,,3246,,
"AUT","Austria","HOUSEHOLD","Waste from households","2001","2001","TONNE","Tonnes","3","Thousands",,,3234,,
"AUT","Austria","HOUSEHOLD","Waste from households","2002","2002","TONNE","Tonnes","3","Thousands",,,3309,,
"AUT","Austria","HOUSEHOLD","Waste from households","2003","2003","TONNE","Tonnes","3","Thousands",,,3327,,
"AUT","Austria","HOUSEHOLD","Waste from households","2004","2004","TONNE","Tonnes","3","Thousands",,,3418.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2005","2005","TONNE","Tonnes","3","Thousands",,,3463.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2006","2006","TONNE","Tonnes","3","Thousands",,,3677.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2007","2007","TONNE","Tonnes","3","Thousands",,,3728,,
"AUT","Austria","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","Thousands",,,3786,,
"AUT","Austria","HOUSEHOLD","Waste from households","2009","2009","TONNE","Tonnes","3","Thousands",,,3895,,
"AUT","Austria","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","Thousands",,,3788.5,,
"AUT","Austria","HOUSEHOLD","Waste from households","2011","2011","TONNE","Tonnes","3","Thousands",,,3947.2,,
"AUT","Austria","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","Thousands",,,4020.3,,
"AUT","Austria","HOUSEHOLD","Waste from households","2013","2013","TONNE","Tonnes","3","Thousands",,,4031.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2014","2014","TONNE","Tonnes","3","Thousands",,,4170.2,,
"AUT","Austria","HOUSEHOLD","Waste from households","2015","2015","TONNE","Tonnes","3","Thousands",,,4160,,
"AUT","Austria","HOUSEHOLD","Waste from households","2016","2016","TONNE","Tonnes","3","Thousands",,,4269,,
"AUT","Austria","HOUSEHOLD","Waste from households","2017","2017","TONNE","Tonnes","3","Thousands",,,4322,,
"AUT","Austria","HOUSEHOLD","Waste from households","2018","2018","TONNE","Tonnes","3","Thousands",,,4407.7,,
"AUT","Austria","HOUSEHOLD","Waste from households","2019","2019","TONNE","Tonnes","3","Thousands",,,4497.95,"E","Estimated value"
"AUT","Austria","HOUSEHOLD","Waste from households","2020","2020","TONNE","Tonnes","3","Thousands",,,4630.711,"B","Break"
"AUT","Austria","OTHMUN","Other municipal waste","1995","1995","TONNE","Tonnes","3","Thousands",,,832,,
"AUT","Austria","OTHMUN","Other municipal waste","1996","1996","TONNE","Tonnes","3","Thousands",,,1069.6,,
"AUT","Austria","OTHMUN","Other municipal waste","1997","1997","TONNE","Tonnes","3","Thousands",,,1070,,
"AUT","Austria","OTHMUN","Other municipal waste","1998","1998","TONNE","Tonnes","3","Thousands",,,1070,,
"AUT","Austria","OTHMUN","Other municipal waste","1999","1999","TONNE","Tonnes","3","Thousands",,,1075,,
"AUT","Austria","OTHMUN","Other municipal waste","2000","2000","TONNE","Tonnes","3","Thousands",,,1074.8,,
"AUT","Austria","OTHMUN","Other municipal waste","2001","2001","TONNE","Tonnes","3","Thousands",,,1075,,
"AUT","Austria","OTHMUN","Other municipal waste","2002","2002","TONNE","Tonnes","3","Thousands",,,1280,,
"AUT","Austria","OTHMUN","Other municipal waste","2003","2003","TONNE","Tonnes","3","Thousands",,,1280,,
"AUT","Austria","OTHMUN","Other municipal waste","2004","2004","TONNE","Tonnes","3","Thousands",,,1268,,
"AUT","Austria","OTHMUN","Other municipal waste","2005","2005","TONNE","Tonnes","3","Thousands",,,1268,,
"AUT","Austria","OTHMUN","Other municipal waste","2006","2006","TONNE","Tonnes","3","Thousands",,,1254.8,,
"AUT","Austria","OTHMUN","Other municipal waste","2007","2007","TONNE","Tonnes","3","Thousands",,,1223,,
"AUT","Austria","OTHMUN","Other municipal waste","2008","2008","TONNE","Tonnes","3","Thousands",,,1210.9,,
"AUT","Austria","OTHMUN","Other municipal waste","2009","2009","TONNE","Tonnes","3","Thousands",,,1026,,
"AUT","Austria","OTHMUN","Other municipal waste","2010","2010","TONNE","Tonnes","3","Thousands",,,912.3,,
"AUT","Austria","OTHMUN","Other municipal waste","2011","2011","TONNE","Tonnes","3","Thousands",,,859.7,,
"AUT","Austria","OTHMUN","Other municipal waste","2012","2012","TONNE","Tonnes","3","Thousands",,,863,,
"AUT","Austria","OTHMUN","Other municipal waste","2013","2013","TONNE","Tonnes","3","Thousands",,,873.5,,
"AUT","Austria","OTHMUN","Other municipal waste","2014","2014","TONNE","Tonnes","3","Thousands",,,662.3,,
"AUT","Austria","OTHMUN","Other municipal waste","2015","2015","TONNE","Tonnes","3","Thousands",,,675.8,,
"AUT","Austria","OTHMUN","Other municipal waste","2016","2016","TONNE","Tonnes","3","Thousands",,,659.4,,
"AUT","Austria","OTHMUN","Other municipal waste","2017","2017","TONNE","Tonnes","3","Thousands",,,695.6,,
"AUT","Austria","OTHMUN","Other municipal waste","2018","2018","TONNE","Tonnes","3","Thousands",,,711.3,,
"AUT","Austria","OTHMUN","Other municipal waste","2019","2019","TONNE","Tonnes","3","Thousands",,,722.33,"E","Estimated value"
"AUT","Austria","OTHMUN","Other municipal waste","2020","2020","TONNE","Tonnes","3","Thousands",,,2806.945,"B","Break"
"AUT","Austria","TREATMENT","Municipal waste treated","1990","1990","TONNE","Tonnes","3","Thousands",,,3513,,
"AUT","Austria","TREATMENT","Municipal waste treated","1991","1991","TONNE","Tonnes","3","Thousands",,,2770,,
"AUT","Austria","TREATMENT","Municipal waste treated","1992","1992","TONNE","Tonnes","3","Thousands",,,2823,,
"AUT","Austria","TREATMENT","Municipal waste treated","1993","1993","TONNE","Tonnes","3","Thousands",,,2890,,
